,item,sentence,zone,RT,word,nItem,meanItemRT,sdItemRT,gmeanItemRT,gsdItemRT,surprisal,all_entropy,prev_surprisal,prev_all_entropy,w_len,prev_w_len,log_freq,prev_log_freq,loc
1152,2,3,80,375,"know,",91,364.7362637,213.9160186,335.4367755,1.448560872,,,,,,,,,
1153,2,3,81,405,was,90,342.5444444,164.2617917,314.1109325,1.49566963,,,,,,,,,
1154,2,3,82,714,the,91,378.4065934,268.7812815,331.7670518,1.587652208,,,,,,,,,
1155,2,3,83,316,"ocean,",90,404.6333333,276.0520408,352.8691848,1.633323281,,,,,,,,,
1156,2,3,84,366,and,91,374.8021978,155.9036896,346.8636669,1.47870291,,,,,,,,,
1157,2,3,85,321,very,91,388.0659341,255.3589544,344.4449683,1.562232137,,,,,,,,,
1158,2,3,86,308,beautiful,92,380.5652174,210.2023256,346.668511,1.499776703,,,,,,,,,
1159,2,3,87,293,she,91,351.0879121,137.0499218,328.4364106,1.43484808,,,,,,,,,
1160,2,3,88,1163,looked,91,366.5714286,183.5843822,335.0991157,1.492981116,,,,,,,,,
1161,2,3,89,356,that,92,398.0978261,227.8719546,358.2988528,1.541195369,,,,,,,,,
1162,2,3,90,394,summer,91,395.4175824,215.7898188,358.1066033,1.520545789,,,,,,,,,
1163,2,3,91,393,day,91,353.1318681,138.5900597,331.567133,1.415370781,,,,,,,,,
1164,2,3,92,488,in,91,354.1758242,204.7030149,323.3624127,1.474268925,,,,,,,,,
1165,2,3,93,479,her,92,384.076087,265.7136868,339.8813445,1.561984684,,,,,,,,,
1166,2,3,94,330,dark,92,392.7065217,226.2028428,349.3320959,1.585941229,,,,,,,,,
1167,2,3,95,367,blue,91,378.7912088,197.0948737,344.2788908,1.517375226,,,,,,,,,
1168,2,3,96,278,dress,91,382.7032967,159.984478,354.2183538,1.477658149,,,,,,,,,
1169,2,3,97,280,and,91,367.1098901,169.745918,337.6627279,1.485295777,,,,,,,,,
1170,2,3,98,355,white,92,406.2282609,264.8133119,353.6836801,1.635314539,,,,,,,,,
1171,2,3,99,359,ruffles.,92,456.1086957,287.3149842,394.9723273,1.67734122,,,,,,,,,
1172,2,4,100,337,By,90,471.3111111,308.8627798,401.8337599,1.715505837,,,,,,,,,
1173,2,4,101,330,and,89,436.9662921,234.9223493,389.7883049,1.59744801,,,,,,,,,
1174,2,4,102,326,"by,",90,372.1444444,236.4134904,334.0235721,1.529055447,,,,,,,,,
1175,2,4,103,279,the,91,342.8461538,164.0629231,318.8997768,1.428975882,,,,,,,,,
1176,2,4,104,304,happy,90,403.7222222,200.2906892,364.5082317,1.554701737,,,,,,,,,
1177,2,4,105,529,water,91,416.4395604,310.0561314,366.9881023,1.562215426,,,,,,,,,
1178,2,4,106,326,drop,92,434.1304348,310.6317992,370.5232927,1.672271573,,,,,,,,,
1179,2,4,107,338,tired,92,407.1956522,230.6781802,365.0299143,1.56582161,,,,,,,,,
1180,2,4,108,321,of,91,370.1318681,194.7475408,336.7294827,1.508813781,,,,,,,,,
1181,2,4,109,286,his,91,373.0659341,215.1130867,335.2719338,1.53918727,,,,,,,,,
1182,2,4,110,292,"play,",91,371.2417582,204.8674553,333.7136066,1.546474591,,,,,,,,,
1183,2,4,111,322,and,92,361.7391304,146.6526785,336.1730125,1.461891605,,,,,,,,,
1184,2,4,112,320,looking,92,359.6413043,143.3786642,336.2976355,1.432854526,,,,,,,,,
1185,2,4,113,291,up,91,346.0,131.4278002,324.4023115,1.428160209,,,,,,,,,
1186,2,4,114,254,to,91,326.2747253,116.5181975,308.9679841,1.384880935,,,,,,,,,
1187,2,4,115,287,the,92,344.9456522,227.6605514,307.6976024,1.532437686,,,,,,,,,
1188,2,4,116,285,clear,92,339.8586957,161.1320243,314.0212017,1.461131453,,,,,,,,,
1189,2,4,117,364,sky,91,343.9340659,137.265906,321.4532234,1.436341161,,,,,,,,,
1190,2,4,118,496,above,91,361.5494505,158.080167,333.2193137,1.491053258,,,,,,,,,
1191,2,4,119,370,"him,",90,366.6,201.5455897,333.6835949,1.50184954,,,,,,,,,
1192,2,4,120,215,thought,91,348.4505495,140.3557594,325.0134312,1.446371154,,,,,,,,,
1193,2,4,121,391,he,91,336.9120879,138.7364126,315.3870468,1.417538476,,,,,,,,,
1194,2,4,122,302,would,90,342.4666667,181.3485191,312.9244628,1.485853335,,,,,,,,,
1195,2,4,123,300,like,91,308.7582418,106.7932937,294.5512085,1.344475851,,,,,,,,,
1196,2,4,124,304,to,92,315.9565217,109.3608718,300.092527,1.370118001,,,,,,,,,
1197,2,4,125,301,have,92,305.2608696,98.92008869,291.2657915,1.353582417,,,,,,,,,
1198,2,4,126,241,a,91,315.0549451,136.2885308,294.7965502,1.412656388,,,,,,,,,
1199,2,4,127,1245,sail,91,368.8681319,221.761995,331.5012235,1.536123751,,,,,,,,,
1200,2,4,128,619,on,92,371.5869565,205.3244097,333.4402956,1.561571368,,,,,,,,,
1201,2,4,129,420,one,92,344.3695652,153.9171832,319.5641588,1.449559029,,,,,,,,,
1202,2,4,130,481,of,91,337.6593407,123.4972982,318.7539405,1.39802054,,,,,,,,,
1203,2,4,131,619,the,91,352.4065934,184.6701551,320.2753575,1.520169448,,,,,,,,,
1204,2,4,132,709,"white,",91,476.4175824,292.9238455,403.5740343,1.766007059,,,,,,,,,
1205,2,4,133,439,marshmallow-like,89,519.4382022,237.9400686,467.5760286,1.6031529,,,,,,,,,
1206,2,4,134,518,"clouds,",92,454.9891304,221.1578172,412.4429943,1.54610742,,,,,,,,,
1207,2,4,135,483,instead,92,371.6413043,120.6784467,352.4731365,1.39499613,,,,,,,,,
1208,2,4,136,517,of,92,358.923913,135.7234773,335.5604182,1.444749939,,,,,,,,,
1209,2,4,137,374,spending,91,362.6043956,125.2888112,343.7173451,1.385638111,,,,,,,,,
1210,2,4,138,562,his,91,355.8351648,172.3934946,327.6345157,1.47040581,,,,,,,,,
1211,2,4,139,501,whole,91,357.3516484,183.8019691,330.1018993,1.449137502,,,,,,,,,
1212,2,4,140,337,life,91,329.8461538,155.9070181,305.6844288,1.448382341,,,,,,,,,
1213,2,4,141,899,in,92,327.4673913,153.2390541,303.2338114,1.448969132,,,,,,,,,
1214,2,4,142,1156,the,90,337.6444444,196.9179554,303.8093726,1.532244037,,,,,,,,,
1215,2,4,143,548,ocean.,90,386.2777778,191.3352272,349.7843228,1.538811389,,,,,,,,,
1216,2,5,144,525,Of,91,344.7802198,143.7830002,321.1617678,1.445253016,,,,,,,,,
1217,2,5,145,466,the,91,354.5934066,189.0742346,320.6471636,1.534475752,,,,,,,,,
1218,2,5,146,731,"sky,",90,524.7888889,425.2661161,419.6842874,1.887638199,,,,,,,,,
1219,2,5,147,1700,little,91,481.967033,324.9087205,407.2467048,1.744048522,,,,,,,,,
1220,2,5,148,465,Aqua,92,401.75,173.3916753,369.4347086,1.505381006,,,,,,,,,
1221,2,5,149,471,had,91,376.967033,143.3146849,353.9809885,1.42198453,,,,,,,,,
1222,2,5,150,508,always,91,350.6043956,128.3290804,329.4594173,1.423870424,,,,,,,,,
1223,2,5,151,581,been,91,374.3076923,169.068342,344.9710346,1.485903981,,,,,,,,,
1224,2,5,152,583,"afraid,",92,428.673913,228.5226374,379.0855146,1.633850852,,,,,,,,,
1225,2,5,153,431,but,90,364.0888889,161.1653938,336.6376029,1.471591941,,,,,,,,,
1226,2,5,154,411,he,91,367.7032967,209.2453368,333.4441513,1.510714647,,,,,,,,,
1227,2,5,155,354,decided,92,342.2065217,142.7122316,319.1224154,1.440212988,,,,,,,,,
1228,2,5,156,359,to,92,339.5652174,124.9044738,320.2206929,1.400662283,,,,,,,,,
1229,2,5,157,381,finally,92,349.5652174,175.8126066,322.2081457,1.464140995,,,,,,,,,
1230,2,5,158,391,face,92,332.3369565,120.8117487,312.1537214,1.427834734,,,,,,,,,
1231,2,5,159,340,his,92,358.9782609,224.2031054,320.380427,1.549114394,,,,,,,,,
1232,2,5,160,361,demons,91,361.5384615,149.9938004,335.8097887,1.462486436,,,,,,,,,
1233,2,5,161,401,and,90,355.5111111,141.4104111,331.1408073,1.45395138,,,,,,,,,
1234,2,5,162,339,suggested,91,358.4945055,159.5653383,330.8212275,1.48248854,,,,,,,,,
1235,2,5,163,329,a,91,368.8901099,154.3944768,341.9355258,1.46865527,,,,,,,,,
1236,2,5,164,331,solution,90,409.4222222,257.1033534,358.9885789,1.615562445,,,,,,,,,
1237,2,5,165,308,involving,92,388.6956522,218.3752562,353.7224695,1.496450591,,,,,,,,,
1238,2,5,166,305,the,92,372.5326087,242.2424746,333.0498185,1.541703102,,,,,,,,,
1239,2,5,167,818,sun,92,399.7717391,217.6566559,357.7910936,1.572167929,,,,,,,,,
1240,2,5,168,333,carrying,91,363.0989011,133.195183,341.9659752,1.413437568,,,,,,,,,
1241,2,5,169,278,him,91,347.5824176,116.8960665,330.3963807,1.372846709,,,,,,,,,
1242,2,5,170,292,up,92,340.4021739,120.9051994,323.5341404,1.366780527,,,,,,,,,
1243,2,5,171,304,to,92,341.6956522,138.6149493,320.6000252,1.414471789,,,,,,,,,
1244,2,5,172,415,the,91,343.5934066,216.6375867,314.5263833,1.455718048,,,,,,,,,
1245,2,5,173,822,sky,92,390.173913,289.952577,339.5879493,1.598662365,,,,,,,,,
1246,2,5,174,405,would,91,391.032967,214.1785055,349.3951894,1.580879767,,,,,,,,,
1247,2,5,175,657,be,91,394.8021978,256.8601098,345.0599536,1.619733779,,,,,,,,,
1248,2,5,176,431,ideal.,92,403.4021739,225.6416521,361.7810504,1.560925695,,,,,,,,,
1249,2,6,177,336,The,91,384.0879121,164.6762243,355.0093792,1.478417166,,,,,,,,,
1250,2,6,178,410,sun,92,413.2826087,265.6693113,368.81211,1.563946057,,,,,,,,,
1251,2,6,179,428,understood,92,376.7826087,192.7813671,345.3068973,1.48188308,,,,,,,,,
1252,2,6,180,370,Aqua's,91,374.1978022,135.3904001,351.9708269,1.42165097,,,,,,,,,
1253,2,6,181,1036,request,91,367.1978022,150.4046556,342.6771873,1.439372552,,,,,,,,,
1254,2,6,182,723,came,92,401.6956522,237.3916752,360.9726516,1.534770471,,,,,,,,,
1255,2,6,183,662,from,92,347.8043478,146.0455475,327.3370982,1.400288412,,,,,,,,,
1256,2,6,184,732,his,91,367.6263736,190.8986146,333.9704235,1.518086019,,,,,,,,,
1257,2,6,185,498,"heart,",91,394.2197802,194.1086639,358.8487508,1.522943439,,,,,,,,,
1258,2,6,186,441,so,92,378.75,163.0741505,352.6164227,1.439501765,,,,,,,,,
1259,2,6,187,630,he,91,479.3516484,364.3688111,398.752104,1.747567201,,,,,,,,,
1260,2,6,188,408,acquiesced,91,427.010989,208.2849274,385.5127769,1.569100947,,,,,,,,,
1261,2,6,189,386,and,92,369.576087,174.0258433,343.47673,1.435495334,,,,,,,,,
1262,2,6,190,408,also,92,356.6956522,155.881523,332.6174667,1.431496976,,,,,,,,,
1263,2,6,191,372,took,91,350.0549451,155.7929796,327.4532353,1.40977532,,,,,,,,,
1264,2,6,192,666,ever,91,398.3516484,222.6052497,355.7932546,1.5720375,,,,,,,,,
1265,2,6,193,431,so,93,393.0967742,155.9915037,364.3227748,1.483838818,,,,,,,,,
1266,2,6,194,439,many,91,358.6703297,135.4552862,335.1974898,1.450129244,,,,,,,,,
1267,2,6,195,365,other,93,387.4623656,243.4797804,349.8318535,1.504376396,,,,,,,,,
1268,2,6,196,464,"drops,",91,374.1648352,148.8302735,350.1948606,1.428785014,,,,,,,,,
1269,2,6,197,398,so,92,371.423913,145.4029818,347.3284592,1.438056923,,,,,,,,,
1270,2,6,198,403,that,91,364.978022,183.0829186,335.9837693,1.467388127,,,,,,,,,
1271,2,6,199,455,Aqua,92,355.8369565,142.1954449,331.9561028,1.450915125,,,,,,,,,
1272,2,6,200,398,might,88,333.7159091,116.419964,315.5055211,1.398679081,,,,,,,,,
1273,2,6,201,347,not,90,319.7444444,103.7562573,304.5079524,1.366244347,,,,,,,,,
1274,2,6,202,357,be,92,370.5,226.9379787,329.4218771,1.562278851,,,,,,,,,
1275,2,6,203,335,lonesome,92,402.25,299.5874315,358.6442848,1.526676354,,,,,,,,,
1276,2,6,204,337,on,91,344.4505495,181.6198878,320.1512888,1.424388935,,,,,,,,,
1277,2,6,205,463,the,91,328.032967,131.5998523,307.7393892,1.416803161,,,,,,,,,
1278,2,6,206,1075,way.,92,378.6304348,181.2394274,343.5988736,1.542759085,,,,,,,,,
1279,2,7,207,340,It,89,327.5505618,119.5320432,308.6920516,1.410014857,,,,,,,,,
1280,2,7,208,386,was,90,331.2888889,154.9540885,306.3798783,1.457958787,,,,,,,,,
1281,2,7,209,348,only,90,349.4555556,161.4631249,322.9004434,1.465103927,,,,,,,,,
1282,2,7,210,357,the,91,369.2857143,197.334926,331.3025477,1.56516412,,,,,,,,,
1283,2,7,211,364,sun,91,336.6703297,130.0530708,313.4174644,1.4656502,,,,,,,,,
1284,2,7,212,340,that,91,357.9230769,240.9396527,320.5670903,1.526357936,,,,,,,,,
1285,2,7,213,332,knew,90,336.4111111,154.0378543,309.4749797,1.484631421,,,,,,,,,
1286,2,7,214,360,"this,",90,367.7555556,158.0399118,338.4526092,1.501617889,,,,,,,,,
1287,2,7,215,331,"however,",91,358.6813187,152.5929865,333.0703837,1.458631955,,,,,,,,,
1288,2,7,216,332,for,91,341.010989,124.6622543,321.5619708,1.402754621,,,,,,,,,
1289,2,7,217,316,all,92,326.0434783,117.1602559,308.8482962,1.380015621,,,,,,,,,
1290,2,7,218,353,the,92,340.4021739,137.9603431,316.3728279,1.461754261,,,,,,,,,
1291,2,7,219,331,other,91,342.7362637,144.7633191,318.8386487,1.447842843,,,,,,,,,
1292,2,7,220,317,drops,91,340.8131868,127.2565137,319.8587056,1.426840373,,,,,,,,,
1293,2,7,221,316,had,92,346.0869565,172.9707879,320.8862721,1.443608584,,,,,,,,,
1294,2,7,222,336,been,92,351.1956522,155.8753545,324.573121,1.473598498,,,,,,,,,
1295,2,7,223,338,changed,91,378.010989,203.3163651,345.5806498,1.497104876,,,,,,,,,
1296,2,7,224,360,into,92,382.9673913,244.7927785,343.5978313,1.532158659,,,,,,,,,
1297,2,7,225,315,fine,92,375.4021739,229.7198035,337.2765852,1.540002148,,,,,,,,,
1298,2,7,226,341,mist,91,382.5054945,171.8484069,351.8532829,1.496371986,,,,,,,,,
1299,2,7,227,309,or,92,366.5869565,182.1375614,338.117938,1.463434629,,,,,,,,,
1300,2,7,228,337,vapor,92,355.7608696,126.0369185,336.1480216,1.398308304,,,,,,,,,
1301,2,7,229,341,and,91,372.4175824,185.6616436,340.1994098,1.510276377,,,,,,,,,
1302,2,7,230,400,Aqua,91,379.5714286,196.9007163,347.0724896,1.497518908,,,,,,,,,
1303,2,7,231,364,could,92,385.4347826,278.1277398,345.6788541,1.502267339,,,,,,,,,
1304,2,7,232,323,not,92,352.7391304,256.0784508,317.5070582,1.494291314,,,,,,,,,
1305,2,7,233,314,see,90,355.7888889,187.1934344,322.4399324,1.523367852,,,,,,,,,
1306,2,7,234,358,them.,91,394.978022,220.530017,351.5953493,1.592623416,,,,,,,,,
1307,2,8,235,328,Do,92,367.1630435,164.8793283,338.3747831,1.487709482,,,,,,,,,
1308,2,8,236,319,you,92,342.8695652,123.5200938,322.7190294,1.416498617,,,,,,,,,
1309,2,8,237,355,know,91,333.2967033,112.8276458,316.3387748,1.380372991,,,,,,,,,
1310,2,8,238,332,what,91,330.2527473,115.9584785,311.3796929,1.412063389,,,,,,,,,
1311,2,8,239,342,vapor,92,402.8913043,240.570314,358.4446541,1.573540471,,,,,,,,,
1312,2,8,240,357,is?,92,387.3043478,151.9284634,359.7655934,1.474599767,,,,,,,,,
1313,2,9,241,337,If,91,343.3956044,224.0685351,312.1357601,1.473170557,,,,,,,,,
1314,2,9,242,330,you,92,375.9673913,197.2326373,338.1427013,1.558067082,,,,,,,,,
1315,2,9,243,378,breathe,89,370.3595506,127.1055616,349.5986255,1.414468118,,,,,,,,,
1316,2,9,244,355,into,92,333.9021739,130.4308212,314.8823422,1.390637798,,,,,,,,,
1317,2,9,245,333,the,92,348.173913,162.8202412,320.2425963,1.487837001,,,,,,,,,
1318,2,9,246,332,"air,",91,352.2527473,151.5520881,327.9692555,1.444110349,,,,,,,,,
1319,2,9,247,307,when,91,336.6153846,124.8224311,315.7172632,1.431684437,,,,,,,,,
1320,2,9,248,331,it,91,323.4945055,213.8693461,294.7878109,1.469839419,,,,,,,,,
1321,2,9,249,326,is,90,318.6444444,131.8783327,299.4136966,1.403148771,,,,,,,,,
1322,2,9,250,269,cold,91,378.8131868,260.0272598,332.5699755,1.596303532,,,,,,,,,
1323,2,9,251,342,"enough,",92,345.7608696,166.2377729,317.5328998,1.487693396,,,,,,,,,
1324,2,9,252,308,you,90,324.3333333,106.0452522,308.8840273,1.36477111,,,,,,,,,
1325,2,9,253,285,will,90,312.2555556,108.9572188,296.197211,1.375892039,,,,,,,,,
1326,2,9,254,330,see,91,318.2197802,108.1394986,301.7280236,1.387078076,,,,,,,,,
1327,2,9,255,578,it,91,355.032967,230.4611537,316.2937543,1.556035835,,,,,,,,,
1328,2,9,256,365,coming,89,327.5280899,118.4666322,309.0419714,1.403164434,,,,,,,,,
1329,2,9,257,299,out,90,313.7444444,139.1023842,293.7321742,1.410742924,,,,,,,,,
1330,2,9,258,365,of,91,301.2857143,86.35318764,289.465888,1.330332283,,,,,,,,,
1331,2,9,259,313,your,91,301.9450549,123.4554677,282.2716307,1.430874552,,,,,,,,,
1332,2,9,260,359,mouth,90,352.5666667,174.7417388,319.1845325,1.543100187,,,,,,,,,
1333,2,9,261,335,thick,89,332.6629213,124.7425479,313.0882857,1.411532441,,,,,,,,,
1334,2,9,262,332,and,90,342.8444444,161.2723923,314.7260539,1.500561824,,,,,,,,,
1335,2,9,263,319,fast,90,314.7,110.0548842,296.6310662,1.416149189,,,,,,,,,
1336,2,9,264,276,like,92,349.4782609,228.4642699,311.2140312,1.539825292,,,,,,,,,
1337,2,9,265,339,steam.,91,413.978022,283.9211541,357.6390992,1.654335086,,,,,,,,,
1338,2,10,266,323,When,92,374.3695652,218.4877957,337.7581339,1.525712912,,,,,,,,,
1339,2,10,267,311,the,91,331.7802198,122.5862782,311.9491546,1.419141795,,,,,,,,,
1340,2,10,268,490,vapor,91,328.5274725,122.011597,307.7410402,1.439222359,,,,,,,,,
1341,2,10,269,344,is,91,359.8021978,235.9054057,319.8200058,1.555305258,,,,,,,,,
1342,2,10,270,337,quite,92,357.8478261,248.4111239,313.7811905,1.586866033,,,,,,,,,
1343,2,10,271,317,near,91,338.5384615,154.1079209,313.4154164,1.458891721,,,,,,,,,
1344,2,10,272,306,the,90,328.7444444,192.1846935,296.8781785,1.525749499,,,,,,,,,
1345,2,10,273,336,"earth,",90,372.1222222,271.5018914,326.8508836,1.572118929,,,,,,,,,
1346,2,10,274,302,we,91,314.0989011,114.7947981,296.8462178,1.389901055,,,,,,,,,
1347,2,10,275,303,call,92,301.8913043,101.7867256,287.1308709,1.369257756,,,,,,,,,
1348,2,10,276,326,it,92,347.4347826,198.9913193,310.3356552,1.567812435,,,,,,,,,
1349,2,10,277,327,'fog'.,91,409.4725275,319.5577618,350.4911694,1.645074768,,,,,,,,,
1350,2,11,278,382,Into,91,361.8571429,184.9800933,329.6134455,1.509397772,,,,,,,,,
1351,2,11,279,622,vapor,92,404.6847826,218.3369676,359.9389022,1.602350991,,,,,,,,,
1352,2,11,280,496,the,92,365.5869565,146.7387716,339.486782,1.470588072,,,,,,,,,
1353,2,11,281,331,water,92,349.6630435,153.4520204,322.0556435,1.491317997,,,,,,,,,
1354,2,11,282,341,drops,91,345.5604396,141.806849,321.3025091,1.456435979,,,,,,,,,
1355,2,11,283,310,that,92,405.8586957,220.997667,364.4599928,1.558494657,,,,,,,,,
1356,2,11,284,333,danced,92,339.423913,118.117862,320.6843681,1.403746575,,,,,,,,,
1357,2,11,285,335,in,92,333.0434783,213.6930588,304.1345523,1.465946488,,,,,,,,,
1358,2,11,286,331,the,91,320.6813187,127.8040931,301.028056,1.413058559,,,,,,,,,
1359,2,11,287,360,ocean,92,337.3913043,144.0031255,314.1780574,1.445829833,,,,,,,,,
1360,2,11,288,333,had,92,348.1413043,141.4029844,325.7570168,1.428467452,,,,,,,,,
1361,2,11,289,363,been,91,366.2417582,192.6032964,329.4584207,1.553560828,,,,,,,,,
1362,2,11,290,403,"changed,",91,391.8021978,196.9312469,352.7204268,1.570300684,,,,,,,,,
1363,2,11,291,325,because,92,330.5434783,107.9494604,313.5652189,1.390643581,,,,,,,,,
1364,2,11,292,336,in,92,320.0652174,104.9527161,304.4378789,1.372224709,,,,,,,,,
1365,2,11,293,305,their,92,312.4891304,120.848056,295.5362953,1.378979596,,,,,,,,,
1366,2,11,294,329,own,92,319.0869565,115.3474114,300.1356429,1.418465068,,,,,,,,,
1367,2,11,295,313,shape,92,333.8586957,170.3953116,308.0332986,1.458205744,,,,,,,,,
1368,2,11,296,353,they,91,324.4285714,101.4179628,310.595865,1.340617129,,,,,,,,,
1369,2,11,297,331,were,92,332.8586957,132.7482606,311.7809616,1.422694064,,,,,,,,,
1370,2,11,298,306,too,92,331.826087,127.8388932,311.9208914,1.409879166,,,,,,,,,
1371,2,11,299,327,heavy,91,338.8681319,138.0746343,317.9315027,1.415513959,,,,,,,,,
1372,2,11,300,314,for,92,316.0869565,107.289344,299.6023956,1.386550244,,,,,,,,,
1373,2,11,301,327,the,92,369.4021739,203.2898142,329.8663851,1.577196325,,,,,,,,,
1374,2,11,302,326,sunbeams,91,409.8461538,294.8092009,353.062609,1.651410594,,,,,,,,,
1375,2,11,303,314,that,91,347.0659341,126.5428168,325.9572362,1.428001255,,,,,,,,,
1376,2,11,304,298,the,92,372.6304348,180.3428187,339.9313408,1.511273624,,,,,,,,,
1377,2,11,305,322,sun,92,337.0434783,144.3473309,312.9605988,1.455262049,,,,,,,,,
1378,2,11,306,247,let,91,328.9120879,135.6459156,308.2012742,1.419253323,,,,,,,,,
1379,2,11,307,298,out,92,329.0869565,135.1962881,307.1427238,1.438922398,,,,,,,,,
1380,2,11,308,659,to,92,343.1195652,182.9691527,311.2937862,1.515713953,,,,,,,,,
1381,2,11,309,476,carry.,90,404.0777778,287.8266968,347.3133191,1.663099482,,,,,,,,,
1382,2,12,310,326,Higher,92,395.0217391,197.1331885,356.4706439,1.555196717,,,,,,,,,
1383,2,12,311,333,and,91,345.5054945,132.9729608,324.9546173,1.407148307,,,,,,,,,
1384,2,12,312,340,higher,92,352.9891304,193.630922,322.9125859,1.476712824,,,,,,,,,
1385,2,12,313,332,they,92,325.5652174,120.7848241,307.4359706,1.393037082,,,,,,,,,
1386,2,12,314,324,"sailed,",92,333.8586957,135.0179135,311.1316761,1.445868777,,,,,,,,,
1387,2,12,315,302,and,91,347.2197802,225.5111134,310.9857305,1.517992195,,,,,,,,,
1388,2,12,316,348,though,92,377.4565217,325.9674161,320.5201005,1.631892766,,,,,,,,,
1389,2,12,317,289,it,92,370.4673913,339.1976457,319.2226794,1.582060282,,,,,,,,,
1390,2,12,318,322,was,91,345.8021978,185.545635,313.2546963,1.517609661,,,,,,,,,
1391,2,12,319,304,"grand,",91,370.1428571,194.6683545,331.1212571,1.580224077,,,,,,,,,
1392,2,12,320,401,Aqua,91,363.6373626,187.797735,333.381366,1.485133725,,,,,,,,,
1393,2,12,321,335,and,92,369.6521739,275.9251545,326.3682479,1.55301916,,,,,,,,,
1394,2,12,322,304,his,92,334.1413043,163.8109056,310.5212609,1.431317284,,,,,,,,,
1395,2,12,323,337,friends,92,350.2608696,186.5700157,321.9079579,1.470119782,,,,,,,,,
1396,2,12,324,405,were,92,306.8804348,102.9042916,291.7019011,1.371251044,,,,,,,,,
1397,2,12,325,321,like,92,297.3695652,100.1850724,282.4114287,1.375245819,,,,,,,,,
1398,2,12,326,309,fish,92,331.0217391,130.2444007,309.2354282,1.442380034,,,,,,,,,
1399,2,12,327,293,out,91,310.8571429,100.1081162,296.7297664,1.35204074,,,,,,,,,
1400,2,12,328,337,of,91,314.1538462,121.9224638,296.5074234,1.38505006,,,,,,,,,
1401,2,12,329,338,"water,",91,328.3846154,133.1385885,307.2869028,1.426668647,,,,,,,,,
1402,2,12,330,330,so,92,331.1304348,231.8043518,299.3920965,1.490857112,,,,,,,,,
1403,2,12,331,306,they,92,331.173913,115.1612924,314.0944207,1.380697652,,,,,,,,,
1404,2,12,332,297,grew,91,317.1648352,128.3332696,296.7990747,1.425246727,,,,,,,,,
1405,2,12,333,362,quite,92,361.9347826,213.4509133,327.2499703,1.510416712,,,,,,,,,
1406,2,12,334,341,dizzy.,92,365.2826087,162.8549767,335.1459318,1.506299576,,,,,,,,,
1407,2,13,335,394,They,92,390.0543478,232.684211,349.4062784,1.550960991,,,,,,,,,
1408,2,13,336,328,enjoyed,90,332.6,126.4589288,313.2778069,1.401374561,,,,,,,,,
1409,2,13,337,334,looking,92,329.3043478,150.0421728,304.050346,1.468906783,,,,,,,,,
1410,2,13,338,278,down,92,311.1630435,107.4859845,297.2409021,1.339803356,,,,,,,,,
1411,2,13,339,326,on,92,316.8804348,108.1254707,300.296046,1.389375953,,,,,,,,,
1412,2,13,340,298,the,92,304.3369565,94.62177771,291.374739,1.339311834,,,,,,,,,
1413,2,13,341,303,world,91,312.4725275,109.6535292,295.7102032,1.390311026,,,,,,,,,
1414,2,13,342,306,"below,",92,342.1413043,144.1771332,319.2778422,1.432565587,,,,,,,,,
1415,2,13,343,288,while,92,322.1086957,122.0156229,303.6925876,1.40097103,,,,,,,,,
1416,2,13,344,307,the,92,336.0217391,128.793896,314.7792413,1.431250622,,,,,,,,,
1417,2,13,345,353,wind,90,337.7555556,135.3348997,317.4545071,1.405743265,,,,,,,,,
1418,2,13,346,308,scattered,92,338.1956522,141.3351748,316.022851,1.435009174,,,,,,,,,
1419,2,13,347,369,them,92,339.7391304,129.6099702,319.7421347,1.406895695,,,,,,,,,
1420,2,13,348,300,across,92,326.1304348,115.038858,309.2836526,1.378056476,,,,,,,,,
1421,2,13,349,298,the,92,334.826087,199.4945045,305.8324072,1.473495203,,,,,,,,,
1422,2,13,350,302,four,92,352.3695652,156.1436164,323.5173167,1.502675066,,,,,,,,,
1423,2,13,351,298,corners,91,328.3736264,110.9064319,312.0231046,1.374290702,,,,,,,,,
1424,2,13,352,305,of,92,302.2717391,85.99221831,291.1422829,1.313832682,,,,,,,,,
1425,2,13,353,324,the,92,318.4782609,140.0262517,296.7671742,1.429547199,,,,,,,,,
1426,2,13,354,332,"earth,",92,339.6195652,167.3386277,310.9868715,1.493546655,,,,,,,,,
1427,2,13,355,333,but,92,333.9673913,148.6871818,310.3641908,1.439633884,,,,,,,,,
1428,2,13,356,344,after,92,297.173913,82.31747824,286.2643077,1.31975568,,,,,,,,,
1429,2,13,357,326,a,92,297.9021739,103.8000042,283.4829209,1.358000532,,,,,,,,,
1430,2,13,358,305,while,92,294.3804348,102.51538,279.6763144,1.367365685,,,,,,,,,
1431,2,13,359,335,it,92,293.5,95.66304188,279.9479201,1.354760466,,,,,,,,,
1432,2,13,360,296,grew,92,296.923913,120.0361881,278.740373,1.408695305,,,,,,,,,
1433,2,13,361,301,nearly,92,320.576087,129.2081746,298.9806973,1.443597684,,,,,,,,,
1434,2,13,362,303,time,92,383.3586957,321.8517706,333.2852029,1.575647952,,,,,,,,,
1435,2,13,363,338,for,90,320.8222222,171.1606498,299.0330297,1.401916086,,,,,,,,,
1436,2,13,364,262,the,92,298.0434783,94.28445539,284.7628965,1.350620193,,,,,,,,,
1437,2,13,365,300,sun,92,298.8695652,82.41548683,287.9127591,1.318275631,,,,,,,,,
